title,url,source,time,date,query,story_position,domain,category
ReOpen NC leader says she tested positive for COVID-19,https://www.cbs17.com/community/health/coronavirus/reopen-nc-leader-says-she-tested-positive-for-covid-19/,CBS17.com,9 hours ago,2020-04-27 22:00:00,Covid-19,1,www.cbs17.com,
"Deaths spiked as Covid-19 spread in March and April, new analysis finds",https://www.cnn.com/2020/04/27/health/deaths-spike-covid-spread/index.html,CNN.com,3 hours ago,2020-04-27 22:00:00,Covid-19,2,www.cnn.com,
NYC Emergency Room Doctor Dies from Suicide After Treating COVID-19 Patients,https://www.nbcnewyork.com/news/coronavirus/nyc-emergency-room-doctor-dies-from-suicide-after-treating-covid-19-patients/2391978/,NBC New York,9 mins ago,2020-04-27 22:00:00,Covid-19,3,www.nbcnewyork.com,
Over 7100 people tested for COVID-19 over weekend,https://www.wbbjtv.com/2020/04/27/over-7100-people-tested-for-covid-19-over-weekend/,WBBJ-TV,20 mins ago,2020-04-27 22:00:00,Covid-19,4,www.wbbjtv.com,
"COVID-19 cases in Westchester on 'downturn,' county executive says; 
Monday's town-by-town numbers",https://www.lohud.com/story/news/coronavirus/2020/04/27/westchester-cases-covid-19-decline-curve-flattens-latimer/3036529001/,LoHud.com,3 hours ago,2020-04-27 22:00:00,Covid-19,5,www.lohud.com,
"13 dead from COVID-19 at Catholic nursing home in Minneapolis, as deadly 
clusters grow",https://www.startribune.com/13-dead-from-covid-19-at-catholic-nursing-home-in-minneapolis-as-deadly-clusters-grow/569988882/,Star Tribune,4 hours ago,2020-04-27 22:00:00,Covid-19,6,www.startribune.com,
"Daily coronavirus updates: COVID-19 deaths top 2,000 in Connecticut; Gov. 
Lamont says limited reopening plans",https://www.courant.com/coronavirus/hc-news-coronavirus-daily-updates-0427-20200427-vjmxkujidvfatfpfziwrogzaue-story.html,Hartford Courant,4 hours ago,2020-04-27 22:00:00,Covid-19,7,www.courant.com,
New research model predicts second COVID-19 wave in Georgia,https://www.wsbtv.com/news/local/new-research-model-predicts-second-covid-19-wave-georgia/JCMHZYN4OJAL7DI2H6E6PG37CQ/,WSB Tv,4 hours ago,2020-04-27 22:00:00,Covid-19,8,www.wsbtv.com,
Did Nobel Laureate Tasuku Honjo Say COVID-19 Was 'Man-Made'?,https://www.snopes.com/fact-check/nobel-laureate-tasuku-honjo-covid/,Snopes.com,Fact check article · 8 hours ago,2020-04-27 22:00:00,Covid-19,9,www.snopes.com,
"Let's hear scientists with different Covid-19 views, not attack them",https://www.statnews.com/2020/04/27/hear-scientists-different-views-covid-19-dont-attack-them/,Stat,8 hours ago,2020-04-27 22:00:00,Covid-19,10,www.statnews.com,
CDC confirms six coronavirus symptoms showing up in patients over and over,https://www.washingtonpost.com/health/2020/04/27/six-new-coronavirus-symptoms/,Washington Post,3 hours ago,2020-04-27 22:00:00,coronavirus symptoms,1,www.washingtonpost.com,
CDC Adds 6 Symptoms To Its COVID-19 List : Coronavirus Live Updates,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845321155/cdc-adds-6-symptoms-to-its-covid-19-list,NPR,15 hours ago,2020-04-27 22:00:00,coronavirus symptoms,2,www.npr.org,
CDC adds to list of coronavirus infection symptoms,https://www.latimes.com/science/story/2020-04-27/coronavirus-cdc-updates-list-of-covid-19-symptoms,Los Angeles Times,1 hour ago,2020-04-27 22:00:00,coronavirus symptoms,3,www.latimes.com,
6 new symptoms officially added to list of coronavirus (COVID-19) symptoms,https://www.clickondetroit.com/health/good-health/2020/04/27/6-new-symptoms-officially-added-to-list-of-coronavirus-covid-19-symptoms/,ClickOnDetroit,3 hours ago,2020-04-27 22:00:00,coronavirus symptoms,4,www.clickondetroit.com,
Watch out for these six new coronavirus symptoms,https://www.marketwatch.com/story/watch-out-for-these-six-new-coronavirus-symptoms-2020-04-27,MarketWatch,5 hours ago,2020-04-27 22:00:00,coronavirus symptoms,5,www.marketwatch.com,
CDC adds 6 symptoms to coronavirus list,https://www.nydailynews.com/coronavirus/ny-coronavirus-symptoms-new-cdc-added-list-20200427-3c5vd4ae5bhg5jezru4dxe4yhy-story.html,NY Daily News,5 hours ago,2020-04-27 22:00:00,coronavirus symptoms,6,www.nydailynews.com,
"New coronavirus symptoms identified as more than 1,900 new cases found in 
Illinois",https://wgntv.com/news/coronavirus/over-1900-new-coronavirus-disease-cases-50-related-deaths-reported-in-illinois/,WGN-TV,6 hours ago,2020-04-27 22:00:00,coronavirus symptoms,7,wgntv.com,
"CDC confirms six new coronavirus symptoms that are showing up in patients 
over and over",https://www.seattletimes.com/nation-world/cdc-confirms-six-new-coronavirus-symptoms-that-are-showing-up-in-patients-over-and-over/,The Seattle Times,8 hours ago,2020-04-27 22:00:00,coronavirus symptoms,8,www.seattletimes.com,
"Doctors find more cases of 'COVID toes' in dermatological registry. Here's 
what they learned.",https://www.usatoday.com/story/news/health/2020/04/27/coronavirus-doctors-learn-more-new-covid-19-symptom-covid-toes/3031743001/,USATODAY.com,11 hours ago,2020-04-27 22:00:00,coronavirus symptoms,9,www.usatoday.com,
CDC Adds New Symptoms to Coronavirus List,https://www.nytimes.com/2020/04/27/health/coronavirus-symptoms-cdc.html,The New York Times,11 hours ago,2020-04-27 22:00:00,coronavirus symptoms,10,www.nytimes.com,
Coronavirus pandemic: Updates from around the world,https://www.cnn.com/world/live-news/coronavirus-pandemic-04-28-20-intl/index.html,CNN.com,17 mins ago,2020-04-27 22:00:00,coronavirus,1,www.cnn.com,
"Restaurants Open in Tennessee As State's Confirmed Coronavirus Cases Spike 
: Coronavirus Live Updates",https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845682973/tennessee-restaurants-reopen-as-state-sees-biggest-one-day-jump-in-covid-19-case,NPR,10 hours ago,2020-04-27 22:00:00,coronavirus,2,www.npr.org,
Coronavirus updates: States relaxing lockdowns as U.S. nears 1 million cases,https://www.cbsnews.com/live-updates/coronavirus-update-lockdowns-million-cases-2020-04-27/,CBS News,11 mins ago,2020-04-27 22:00:00,coronavirus,3,www.cbsnews.com,
"Schumer demands GOP convene hearings on coronavirus testing, small business 
program | TheHill",https://thehill.com/homenews/senate/494962-schumer-demands-gop-convene-hearings-on-coronavirus-testing-small-business,TheHill,24 mins ago,2020-04-27 22:00:00,coronavirus,4,thehill.com,
Mets to cut pay for full-time employees,https://nypost.com/2020/04/27/mets-to-cut-pay-for-employees-amid-coronavirus/,New York Post,38 mins ago,2020-04-27 22:00:00,coronavirus,5,nypost.com,
"Jenna Jameson says coronavirus shutdown 'has been disastrous' to her 'keto 
lifestyle'",https://www.foxnews.com/entertainment/jenna-jameson-coronavirus-quarantine-keto-diet-disastrous,Fox News,49 mins ago,2020-04-27 22:00:00,coronavirus,6,www.foxnews.com,
"Mass. General Hospital released a coronavirus simulator. Here’s what it 
shows for Massachusetts.",https://www.boston.com/news/coronavirus/2020/04/27/mass-general-coronavirus-simulator,Boston.com,4 hours ago,2020-04-27 22:00:00,coronavirus,7,www.boston.com,
"Researchers at Hartford HealthCare, MIT push CT’s coronavirus peak back, 
say deaths could triple by mid-June",https://www.wtnh.com/news/health/coronavirus/researchers-at-hartford-healthcare-mit-push-cts-coronavirus-peak-back-say-deaths-could-triple-by-mid-june/,WTNH.com,4 hours ago,2020-04-27 22:00:00,coronavirus,8,www.wtnh.com,
"Top Manhattan ER doc commits suicide, shaken by coronavirus onslaught",https://nypost.com/2020/04/27/manhattan-er-doc-lorna-breen-commits-suicide-shaken-by-coronavirus/,New York Post,4 hours ago,2020-04-27 22:00:00,coronavirus,9,nypost.com,
"As more than a dozen states begin to reopen their economies, experts advise 
extra caution in these public spaces",https://www.marketwatch.com/story/coronavirus-survives-longer-airborne-and-travels-further-in-these-public-spaces-heres-where-to-be-extra-careful-2020-04-27,MarketWatch,5 hours ago,2020-04-27 22:00:00,coronavirus,10,www.marketwatch.com,
"White House document says federal government is a test 'supplier of last 
resort'",https://www.cnn.com/2020/04/27/politics/white-house-testing-blueprint/index.html,CNN.com,3 hours ago,2020-04-27 22:00:00,coronavirus test,1,www.cnn.com,
CDC confirms six coronavirus symptoms showing up in patients over and over,https://www.washingtonpost.com/health/2020/04/27/six-new-coronavirus-symptoms/,Washington Post,3 hours ago,2020-04-27 22:00:00,coronavirus test,2,www.washingtonpost.com,
"Antigen tests: the coronavirus ""breakthrough"" that a top White House 
official says we need",https://www.cnn.com/2020/04/27/health/antigen-tests-coronavirus-breakthrough/index.html,CNN.com,4 mins ago,2020-04-27 22:00:00,coronavirus test,3,www.cnn.com,
"New York hospitals are studying a common heartburn drug as treatment for 
Covid-19",https://www.cnn.com/2020/04/27/health/famotidine-coronavirus-northwell-trial/index.html,CNN.com,3 hours ago,2020-04-27 10:00:00,Covid-19,1,www.cnn.com,
CDC Adds 6 Symptoms To Its COVID-19 List : Coronavirus Live Updates,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845321155/cdc-adds-6-symptoms-to-its-covid-19-list,NPR,3 hours ago,2020-04-27 10:00:00,Covid-19,2,www.npr.org,
First Responders in Novi Raise Money For COVID-19 Testing,https://detroit.cbslocal.com/2020/04/27/first-responders-in-novi-raise-money-for-covid-19-testing/,CBS Detroit,27 mins ago,2020-04-27 10:00:00,Covid-19,3,detroit.cbslocal.com,
Accomack adds 8 new COVID-19 cases; Northampton adds 4,https://shoredailynews.com/headlines/accomack-adds-8-new-covid-19-cases-northampton-adds-4/,Shore Daily News,59 mins ago,2020-04-27 10:00:00,Covid-19,4,shoredailynews.com,
The Anti-Quarantine Protests Aren't About Covid-19,https://www.wired.com/story/anti-lockdown-protests-online/,Wired,1 hour ago,2020-04-27 10:00:00,Covid-19,5,www.wired.com,
"Regeneron, Sanofi say Kevzara will only be tested in sickest COVID-19 
patients",http://www.marketwatch.com/story/regeneron-sanofi-say-kevzara-will-only-be-tested-in-sickest-covid-19-patients-2020-04-27,MarketWatch,2 hours ago,2020-04-27 10:00:00,Covid-19,6,www.marketwatch.com,
"Besides Remdesivir, These 2 COVID-19 Treatments Could Have Promise",https://www.fool.com/investing/2020/04/27/besides-remdesivir-these-2-covid-19-treatments-cou.aspx,The Motley Fool,2 hours ago,2020-04-27 10:00:00,Covid-19,7,www.fool.com,
Closely watched arthritis drug disappoints as a Covid-19 treatment,https://www.statnews.com/2020/04/27/arthritis-drug-kevzara-disappoints-as-coronavirus-treatment/,Stat,3 hours ago,2020-04-27 10:00:00,Covid-19,8,www.statnews.com,
"Nursing home industry pushes for immunity from lawsuits during coronavirus 
emergency",https://www.nbcnews.com/health/health-care/nursing-home-industry-pushes-immunity-lawsuits-during-coronavirus-emergency-n1192001,NBC News,4 hours ago,2020-04-27 10:00:00,Covid-19,9,www.nbcnews.com,
"Bradenton ‘church’ promotes drinking bleach to cure COVID-19. They 
recommended it to Trump",https://www.bradenton.com/news/coronavirus/article242304736.html,Bradenton Herald,5 hours ago,2020-04-27 10:00:00,Covid-19,10,www.bradenton.com,
CDC Adds 6 Symptoms To Its COVID-19 List : Coronavirus Live Updates,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845321155/cdc-adds-6-symptoms-to-its-covid-19-list,NPR,3 hours ago,2020-04-27 10:00:00,coronavirus symptoms,1,www.npr.org,
CDC adds 6 new coronavirus symptoms to list,https://www.foxnews.com/health/cdc-6-new-coronavirus-symptoms-list,Fox News,1 hour ago,2020-04-27 10:00:00,coronavirus symptoms,2,www.foxnews.com,
"CDC adds six new possible symptoms of coronavirus, including chills, 
headache",https://nypost.com/2020/04/27/cdc-adds-6-new-possible-symptoms-of-coronavirus-to-list/,New York Post,26 mins ago,2020-04-27 10:00:00,coronavirus symptoms,3,nypost.com,
CDC adds 6 new coronavirus symptoms,https://www.al.com/news/2020/04/cdc-adds-6-new-coronavirus-symptoms.html,AL.com,1 hour ago,2020-04-27 10:00:00,coronavirus symptoms,4,www.al.com,
CDC adds 6 possible signs of novel coronavirus to its symptoms list,https://www.local10.com/news/local/2020/04/27/cdc-adds-6-possible-signs-of-novel-coronavirus-to-its-symptoms-list/,WPLG,1 hour ago,2020-04-27 10:00:00,coronavirus symptoms,5,www.local10.com,
"Skin Rashes May Be Symptom of Coronavirus, Scientists Say",https://www.newsweek.com/skin-rash-coronavirus-symptom-italy-1500308,Newsweek,3 hours ago,2020-04-27 10:00:00,coronavirus symptoms,6,www.newsweek.com,
US Health Officials Expand List of COVID-19 Symptoms,https://www.voanews.com/covid-19-pandemic/us-health-officials-expand-list-covid-19-symptoms,Voice of America,4 hours ago,2020-04-27 10:00:00,coronavirus symptoms,7,www.voanews.com,
New coronavirus symptoms added to CDC list for potential signs of infection,https://www.post-gazette.com/news/health/2020/04/27/CDC-coronavirus-symptoms-six-new-possible-added-list-COVID-19/stories/202004260153,Pittsburgh Post-Gazette,6 hours ago,2020-04-27 10:00:00,coronavirus symptoms,8,www.post-gazette.com,
CDC Adds 6 New Coronavirus Symptoms,https://wcbs880.radio.com/articles/cdc-adds-6-new-coronavirus-symptoms,WCBS 880 - Radio.com,22 hours ago,2020-04-27 10:00:00,coronavirus symptoms,9,wcbs880.radio.com,
"To Suppress the Coronavirus, Test Those With No Symptoms",https://www.nytimes.com/2020/04/26/opinion/coronavirus-test-asymptomatic.html,The New York Times,23 hours ago,2020-04-27 10:00:00,coronavirus symptoms,10,www.nytimes.com,
Coronavirus pandemic in the US: Live updates,https://www.cnn.com/us/live-news/us-coronavirus-update-04-27-20/index.html,CNN.com,8 mins ago,2020-04-27 10:00:00,coronavirus,1,www.cnn.com,
CDC Adds 6 Symptoms To Its COVID-19 List : Coronavirus Live Updates,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845321155/cdc-adds-6-symptoms-to-its-covid-19-list,NPR,3 hours ago,2020-04-27 10:00:00,coronavirus,2,www.npr.org,
"Coronavirus updates: More states easing lockdowns as U.S. deaths near 55,000",https://www.cbsnews.com/live-updates/coronavirus-update-covid-19-2020-04-27/,CBS News,10 mins ago,2020-04-27 10:00:00,coronavirus,3,www.cbsnews.com,
"Wisconsin judge elected amid coronavirus pandemic calls victory 
'bittersweet' following an 'uptick' in state's cases",https://www.cnn.com/2020/04/27/politics/wisconsin-judge-jill-karofsky-election-bittersweet/index.html,CNN.com,21 mins ago,2020-04-27 10:00:00,coronavirus,4,www.cnn.com,
Second Russian doctor plunges to their death amid coronavirus outbreak,https://nypost.com/2020/04/27/russian-doctor-with-coronavirus-mysteriously-plunges-to-death/,New York Post,22 mins ago,2020-04-27 10:00:00,coronavirus,5,nypost.com,
"Washington state anglers protest fishing ban amid coronavirus outbreak: 
'Let us fish'",https://www.foxnews.com/great-outdoors/coroanvirus-washington-state-anglers-fishing-ban-protest,Fox News,27 mins ago,2020-04-27 10:00:00,coronavirus,6,www.foxnews.com,
Where Has Jared Kushner Gone in the Fight Against Coronavirus?,https://www.thedailybeast.com/where-has-jared-kushner-gone-in-the-fight-against-coronavirus,The Daily Beast,53 mins ago,2020-04-27 10:00:00,coronavirus,7,www.thedailybeast.com,
Porn stars adapt to survive amid coronavirus crisis,https://www.nydailynews.com/coronavirus/ny-porn-performers-adapt-to-survive-amid-coronavirus-lockdown-20200427-fkmndcuqfnaovjgk4jf3jlv33a-story.html,NY Daily News,2 hours ago,2020-04-27 10:00:00,coronavirus,8,www.nydailynews.com,
"Coronavirus unleashes insane bubble in these 5 stocks and it could end 
badly for the bulls",https://finance.yahoo.com/news/coronavirus-unleashes-insane-bubble-in-these-5-stocks-and-it-could-end-badly-for-the-bulls-104743336.html,Yahoo Finance,3 hours ago,2020-04-27 10:00:00,coronavirus,9,finance.yahoo.com,
"Freed of briefing duty, wounded Trump airs full collection of grievances on 
Twitter, retweeting claim of ‘coup attempts’",https://www.washingtonpost.com/nation/2020/04/27/trump-twitter-media-coronavirus/,Washington Post,3 hours ago,2020-04-27 10:00:00,coronavirus,10,www.washingtonpost.com,
CDC Adds 6 Symptoms To Its COVID-19 List : Coronavirus Live Updates,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845321155/cdc-adds-6-symptoms-to-its-covid-19-list,NPR,3 hours ago,2020-04-27 10:00:00,coronavirus test,1,www.npr.org,
Heartburn medication being tested as coronavirus treatment in NYC hospitals,https://www.foxnews.com/science/heartburn-medication-being-tested-as-coronavirus-treatment-in-nyc-hospitals,Fox News,58 mins ago,2020-04-27 10:00:00,coronavirus test,2,www.foxnews.com,
Leprino Foods Processing Plant Shuts Down After Coronavirus Testing,https://denver.cbslocal.com/2020/04/27/fort-morgan-food-processing-leprino-plant-shuts-down-coronavirus-testing/,CBS Denver,22 mins ago,2020-04-27 10:00:00,coronavirus test,3,denver.cbslocal.com,
"Telluride tested nearly everyone for coronavirus. But the crisis in New 
York delayed the results, and their usefulness.",https://www.washingtonpost.com/national/coronavirus-testing-telluride-colorado/2020/04/27/87e2f932-8624-11ea-878a-86477a724bdb_story.html,Washington Post,1 hour ago,2020-04-27 10:00:00,coronavirus test,4,www.washingtonpost.com,
Many states short of Covid-19 testing levels needed for reopening,https://www.statnews.com/2020/04/27/coronavirus-many-states-short-of-testing-levels-needed-for-safe-reopening/,Stat,5 hours ago,2020-04-27 10:00:00,coronavirus test,5,www.statnews.com,
"Bill Gates explains how the United States can safely ease coronavirus 
restrictions",https://www.cnn.com/2020/04/26/business/bill-gates-coronavirus-reopening-gps/index.html,CNN.com,5 hours ago,2020-04-27 10:00:00,coronavirus test,6,www.cnn.com,
Unreliable antibody tests flood the market as FDA waives quality reviews,https://www.politico.com/news/2020/04/27/reliable-antibody-tests-coronavirus-207589,Politico,5 hours ago,2020-04-27 10:00:00,coronavirus test,7,www.politico.com,
"Birx says US needs a testing 'breakthrough' to screen large numbers of 
people",https://www.cnn.com/2020/04/26/politics/coronavirus-testing-deborah-birx/index.html,CNN.com,16 hours ago,2020-04-27 10:00:00,coronavirus test,8,www.cnn.com,
"Coronavirus: Ohio changes priority testing guidelines as nursing homes race 
to identify asymptomatic carriers",https://www.dispatch.com/news/20200426/coronavirus-ohio-changes-priority-testing-guidelines-as-nursing-homes-race-to-identify-asymptomatic-carriers,The Columbus Dispatch,16 hours ago,2020-04-27 10:00:00,coronavirus test,9,www.dispatch.com,
Mom with COVID-19 delivers twins as husband faced death: 'Let me live',https://www.usatoday.com/story/news/nation/2020/04/26/coronavirus-covid-19-mom-delivers-twins-husband-faced-death/3030274001/,USA Today,18 hours ago,2020-04-27 10:00:00,coronavirus test,10,www.usatoday.com,
"Fauci says experimental coronavirus treatment remdesivir could shorten 
COVID-19 recovery time",https://www.foxnews.com/science/fauci-says-experimental-coronavirus-treatment-remdesivir-could-shorten-covid-19-recovery-time,Fox News,6 hours ago,2020-04-29 22:00:00,Covid-19,1,www.foxnews.com,
"Spike in US deaths and cases flagged as pneumonia suggest even greater 
COVID-19 impact",https://www.usatoday.com/story/news/investigations/2020/04/29/far-greater-u-s-covid-19-death-toll-indicated-cdc-data/3048381001/,USATODAY.com,3 hours ago,2020-04-29 22:00:00,Covid-19,2,www.usatoday.com,
Some COVID-19 restrictions in Nevada will be eased Friday,https://www.kolotv.com/content/news/Some-COVID-19-restrictions-in-Nevada-will-be-eased-Friday-570064451.html,KOLO 8 News Now,41 mins ago,2020-04-29 22:00:00,Covid-19,3,www.kolotv.com,
Over 70% of tested inmates in federal prisons have COVID-19,https://apnews.com/fb43e3ebc447355a4f71e3563dbdca4f,AP News,45 mins ago,2020-04-29 22:00:00,Covid-19,4,apnews.com,
Debate emerges: Should businesses be protected from Covid-19 lawsuits?,https://www.cnn.com/2020/04/29/business/business-liability-congress/index.html,CNN.com,1 hour ago,2020-04-29 22:00:00,Covid-19,5,www.cnn.com,
Elon Musk says shelter-in-place orders during COVID-19 are ‘fascist’,https://www.theverge.com/2020/4/29/21242102/elon-musk-coronavirus-fascist-shelter-in-place-tesla-covid-19-safety-science,The Verge,2 hours ago,2020-04-29 22:00:00,Covid-19,6,www.theverge.com,
"Remdesivir Speeds Recovery From COVID-19 In Preliminary Trial Results : 
Shots - Health News",https://www.npr.org/sections/health-shots/2020/04/29/848034963/antiviral-drug-remdesivir-shows-promise-for-treating-coronavirus-in-nih-study,NPR,3 hours ago,2020-04-29 22:00:00,Covid-19,7,www.npr.org,
"First bit of success from a randomized trial of a COVID-19 treatment 
[UPDATED]",https://arstechnica.com/science/2020/04/first-treatment-for-sars-cov-2-shortens-recovery-time/,Ars Technica,4 hours ago,2020-04-29 22:00:00,Covid-19,8,arstechnica.com,
Did This Nobel Prize Winner Say COVID-19 Was Created in a Lab?,https://www.snopes.com/fact-check/luc-montagnier-covid-created-lab/,Snopes.com,4 hours ago,2020-04-29 22:00:00,Covid-19,9,www.snopes.com,Fact check article
"Coronavirus Updates: Study Shows Experimental Drug Helps Fight COVID-19; 
Fauci Warns of Second Wave",https://weather.com/health/coronavirus/news/2020-04-29-daily-coronavirus-updates-million-cases-second-wave,The Weather Channel,5 hours ago,2020-04-29 22:00:00,Covid-19,10,weather.com,
CDC confirms six coronavirus symptoms showing up in patients over and over,https://www.washingtonpost.com/health/2020/04/27/six-new-coronavirus-symptoms/,Washington Post,2 days ago,2020-04-29 22:00:00,coronavirus symptoms,1,www.washingtonpost.com,
CDC Adds 6 Symptoms To Its COVID-19 List : Coronavirus Live Updates,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845321155/cdc-adds-6-symptoms-to-its-covid-19-list,NPR,2 days ago,2020-04-29 22:00:00,coronavirus symptoms,2,www.npr.org,
"Prisma Health launches SC's first interactive, free symptom-checker for 
COVID-19",https://www.wyff4.com/article/prisma-health-launches-scs-first-interactive-free-symptom-checker-for-covid-19/32316390,WYFF.com,3 hours ago,2020-04-29 22:00:00,coronavirus symptoms,3,www.wyff4.com,
Vermont records zero new coronavirus cases for first time in nearly 7 weeks,https://www.foxnews.com/us/vermont-zero-new-coronavirus-cases,Fox News,9 hours ago,2020-04-29 22:00:00,coronavirus,1,www.foxnews.com,
