title,url,source,time,date,query,story_position,domain,category
"Tampa Bay Times: Florida officials asked state's medical examiners to 
withhold coronavirus death figures",https://www.cnn.com/2020/04/29/politics/florida-coronavirus-death-figures-withheld/index.html,CNN.com,2 hours ago,2020-04-29 22:00:00,coronavirus,2,www.cnn.com,
Sealing borders saves lives during coronavirus pandemic: Devine,https://nypost.com/2020/04/29/sealing-borders-saves-lives-during-coronavirus-pandemic-devine/,New York Post,24 mins ago,2020-04-29 22:00:00,coronavirus,3,nypost.com,
City council discussing proposed 'Amazon Tax' to fund coronavirus relief,http://komonews.com/news/coronavirus/city-council-discussing-proposed-amazon-tax-to-fund-coronavirus-relief,KOMO,36 mins ago,2020-04-29 22:00:00,coronavirus,4,komonews.com,
"Website sells $100 coronavirus commemorative coins, sparking backlash | 
TheHill",https://thehill.com/blogs/blog-briefing-room/news/495388-website-sells-100-coronavirus-commemorative-coins,TheHill,50 mins ago,2020-04-29 22:00:00,coronavirus,5,thehill.com,
"Coronavirus cluster at Walmart: 23 employees of Worcester store test 
positive",https://www.bostonherald.com/2020/04/29/coronavirus-cluster-at-walmart-23-employees-of-worcester-store-test-positive/,Boston Herald,3 hours ago,2020-04-29 22:00:00,coronavirus,6,www.bostonherald.com,
"After One Tweet To President Trump, This Man Got $69 Million From New York 
For Ventilators",https://www.buzzfeednews.com/article/rosalindadams/after-one-tweet-to-president-trump-this-man-got-69-million,BuzzFeed News,4 hours ago,2020-04-29 22:00:00,coronavirus,7,www.buzzfeednews.com,
"'Slow The Spread' Guidelines Will Phase Out, Trump Says : Coronavirus Live 
Updates",https://www.npr.org/sections/coronavirus-live-updates/2020/04/29/848025672/white-houses-social-distancing-guidelines-will-be-fading-out-trump-says,NPR,4 hours ago,2020-04-29 22:00:00,coronavirus,8,www.npr.org,
Coronavirus: NYC mayor sorry for Jewish funeral criticism,https://www.bbc.com/news/world-us-canada-52478414,BBC,4 hours ago,2020-04-29 22:00:00,coronavirus,9,www.bbc.com,
'A drug can block this virus': Fauci hails Covid-19 treatment breakthrough,https://www.politico.com/news/2020/04/29/gilead-coronavirus-remdesivir-220484,Politico,4 hours ago,2020-04-29 22:00:00,coronavirus,10,www.politico.com,
"Coronavirus live updates: Breed to non-San Franciscans seeking city hotel 
rooms: No",https://www.sfchronicle.com/bayarea/article/Coronavirus-live-updates-news-bay-area-15192855.php,San Francisco Chronicle,5 hours ago,2020-04-29 22:00:00,coronavirus test,1,www.sfchronicle.com,
Coronavirus pandemic in the US: Live updates,https://www.cnn.com/us/live-news/us-coronavirus-update-04-29-20/index.html,CNN.com,1 hour ago,2020-04-29 22:00:00,coronavirus test,2,www.cnn.com,
Mayor: LA 1st major US city offering all residents tests,https://www.washingtonpost.com/health/mayor-la-1st-major-us-city-offering-all-residents-tests/2020/04/29/2c3913ac-8a87-11ea-80df-d24b35a568ae_story.html,Washington Post,12 mins ago,2020-04-29 22:00:00,coronavirus test,3,www.washingtonpost.com,
Rare inflammatory syndrome seen in US child with Covid-19,https://www.cnn.com/2020/04/29/health/rare-inflammatory-syndrome-us-covid-19/index.html,CNN.com,8 hours ago,2020-04-29 10:00:00,Covid-19,1,www.cnn.com,
Gilead: Critical study of Covid-19 drug shows patients respond to treatment,https://www.statnews.com/2020/04/29/gilead-says-critical-study-of-covid-19-drug-shows-patients-are-responding-to-treatment/,Stat,57 mins ago,2020-04-29 10:00:00,Covid-19,2,www.statnews.com,
12-year-old speaks out after beating COVID-19: 'I died for two minutes',https://abcnews.go.com/GMA/Wellness/12-year-speaks-beating-covid-19-wanted-stop/story?id=70402061,ABC News,4 mins ago,2020-04-29 10:00:00,Covid-19,3,abcnews.go.com,
"Gilead Science reports positive data in trial of remdesivir as treatment 
for COVID-19",https://www.marketwatch.com/story/gilead-science-reports-positive-data-in-trial-of-remdesivir-as-treatment-for-covid-19-2020-04-29,MarketWatch,7 mins ago,2020-04-29 10:00:00,Covid-19,4,www.marketwatch.com,
Coronavirus pandemic in the US: Live updates,https://www.cnn.com/us/live-news/us-coronavirus-update-04-29-20/index.html,CNN.com,8 mins ago,2020-04-29 10:00:00,Covid-19,5,www.cnn.com,
Free COVID-19 Testing Can Come With Hidden Costs : Shots - Health News,https://www.npr.org/sections/health-shots/2020/04/29/847450671/covid-19-tests-that-are-supposed-to-be-free-can-ring-up-surprising-charges,NPR,3 hours ago,2020-04-29 10:00:00,Covid-19,6,www.npr.org,
"Lawrence Jones rips Hillary Clinton's new call not to 'waste' the COVID-19 
crisis",https://www.foxnews.com/media/lawrence-jones-rips-hillarys-call-for-universal-health-care-in-response,Fox News,3 hours ago,2020-04-29 10:00:00,Covid-19,7,www.foxnews.com,
"How accurate is the US coronavirus death count? Some experts say it's off 
by 'tens of thousands'",https://abcnews.go.com/Health/accurate-us-coronavirus-death-count-experts-off-tens/story?id=70385359,ABC News,6 hours ago,2020-04-29 10:00:00,Covid-19,8,abcnews.go.com,
"Holly Marie Combs blames Trump for grandfather's COVID-19 death: 'He 
believed every lie'",https://www.usatoday.com/story/entertainment/celebrities/2020/04/28/holly-marie-combs-blames-trump-grandfathers-covid-19-death/3045687001/,USATODAY.com,11 hours ago,2020-04-29 10:00:00,Covid-19,9,www.usatoday.com,
"NH's COVID-19 cases top 2000; more positives announced in Jaffrey, Rindge",https://www.sentinelsource.com/news/local/nhs-covid-19-cases-top-2-000-more-positives-announced-in-jaffrey-rindge/article_55453227-84f6-5f09-b03d-4359b6e6fee5.html,The Keene Sentinel,14 hours ago,2020-04-29 10:00:00,Covid-19,10,www.sentinelsource.com,
CDC confirms six coronavirus symptoms showing up in patients over and over,https://www.washingtonpost.com/health/2020/04/27/six-new-coronavirus-symptoms/,Washington Post,1 day ago,2020-04-29 10:00:00,coronavirus symptoms,1,www.washingtonpost.com,
"US Health Officials Now Say There Are 9 Main COVID-19 Symptoms. Here's What 
They Are.",https://www.buzzfeednews.com/article/zahrahirji/coronavirus-symptoms-update-cdc,BuzzFeed News,21 hours ago,2020-04-29 10:00:00,coronavirus symptoms,2,www.buzzfeednews.com,
"Coronavirus testing in LA expanded to include construction workers without 
symptoms",https://abc7.com/testing-for-the-coronavirus-in-los-angeles-county-will-be-expanded-to-include-construction-workers-even-if-they-are-not-showing-symptoms-mayor-eric-garcetti-said./6137046/,ABC7.com,2 hours ago,2020-04-29 10:00:00,coronavirus symptoms,3,abc7.com,
Coronavirus pandemic in the US: Live updates,https://www.cnn.com/us/live-news/us-coronavirus-update-04-29-20/index.html,CNN.com,8 mins ago,2020-04-29 10:00:00,coronavirus,1,www.cnn.com,
"Track your coronavirus stimulus check status through the IRS Get My Payment 
app",https://www.cnet.com/personal-finance/track-your-coronavirus-stimulus-check-status-through-the-irs-get-my-payment-app/,Cnet,9 hours ago,2020-04-29 10:00:00,coronavirus,2,www.cnet.com,
"Goldfeder and Bedzow: Coronavirus nursing home crisis – 4 things they need 
right now",https://www.foxnews.com/opinion/coronavirus-nursing-home-crisis-4-things-need-now-mark-goldfeder-ira-bedzow,Fox News,14 mins ago,2020-04-29 10:00:00,coronavirus,3,www.foxnews.com,
"White House asks agencies to find out if China, WHO hid coronavirus intel",https://nypost.com/2020/04/29/white-house-wants-to-know-if-china-who-hid-coronavirus-intel/,New York Post,37 mins ago,2020-04-29 10:00:00,coronavirus,4,nypost.com,
"Navy launching broader inquiry into coronavirus stricken aircraft carrier, 
effectively delaying Navy recommendation of reinstating captain",https://www.cnn.com/2020/04/29/politics/navy-investigation-uss-roosevelt/index.html,CNN.com,47 mins ago,2020-04-29 10:00:00,coronavirus,5,www.cnn.com,
"Coronavirus treatment: Gilead says positive data on remdesivir coming - 
Business Insider",https://www.businessinsider.com/coronavirus-treatment-gilead-says-positive-data-remdesivir-from-niaid-study-2020-4,Business Insider,1 hour ago,2020-04-29 10:00:00,coronavirus,6,www.businessinsider.com,
Could The Coronavirus And Economic Crash Make Republicans Abandon Trump?,https://fivethirtyeight.com/features/could-the-coronavirus-and-economic-crash-make-republicans-abandon-trump/,FiveThirtyEight,3 hours ago,2020-04-29 10:00:00,coronavirus,7,fivethirtyeight.com,
"Both New Zealand and Australia Contained Coronavirus, but One Is Set to Pay 
a Heavier Price",https://www.wsj.com/articles/both-new-zealand-and-australia-contained-coronavirus-but-one-is-set-to-pay-a-heavier-price-11588158002,Wall Street Journal,3 hours ago,2020-04-29 10:00:00,coronavirus,8,www.wsj.com,
Trump’s next coronavirus pivot: Celebrate America’s grand reopening,https://www.politico.com/news/2020/04/29/trump-coronavirus-business-219443,Politico,5 hours ago,2020-04-29 10:00:00,coronavirus,9,www.politico.com,
"U.S. Coronavirus Death Toll Is Far Higher Than Reported, C.D.C. Data 
Suggests",https://www.nytimes.com/interactive/2020/04/28/us/coronavirus-death-toll-total.html,The New York Times,11 hours ago,2020-04-29 10:00:00,coronavirus,10,www.nytimes.com,
"US coronavirus cases surpass 1 million and the death toll is greater than 
US losses in Vietnam War",https://www.cnn.com/2020/04/28/health/us-coronavirus-tuesday/index.html,CNN.com,12 hours ago,2020-04-29 10:00:00,coronavirus test,1,www.cnn.com,
"Coronavirus updates: Facebook to hold e-graduation for Class of 2020 - 
Business Insider",https://www.businessinsider.com/coronavirus-live-updates-latest-news,Business Insider,3 hours ago,2020-04-29 10:00:00,coronavirus test,2,www.businessinsider.com,
NC Pug First Known Dog To Test Positive For Coronavirus In US,https://patch.com/north-carolina/charlotte/nc-pug-first-known-dog-test-positive-coronavirus-us,Patch,33 mins ago,2020-04-29 10:00:00,coronavirus test,3,patch.com,
"Antibody tests support what’s been obvious: Covid-19 is much more lethal 
than the flu",https://www.washingtonpost.com/health/antibody-tests-support-whats-been-obvious-covid-19-is-much-more-lethal-than-flu/2020/04/28/2fc215d8-87f7-11ea-ac8a-fe9b8088e101_story.html,Washington Post,7 hours ago,2020-04-28 22:00:00,Covid-19,1,www.washingtonpost.com,
"Two men in Georgia drank disinfectants in efforts to prevent COVID-19, 
officials say | TheHill",https://thehill.com/policy/healthcare/495089-two-men-in-georgia-drank-disinfectants-in-efforts-to-prevent-covid-19,TheHill,6 hours ago,2020-04-28 22:00:00,Covid-19,2,thehill.com,
COVID-19: Will some Washington counties reopen and others remain closed?,http://komonews.com/news/coronavirus/covid-19-will-some-washington-counties-reopen-and-others-remain-closed,KOMO,3 mins ago,2020-04-28 22:00:00,Covid-19,3,komonews.com,
"Coronavirus Update: 82 New COVID-19 Cases Bring New Hampshire's Total Over 
2000",https://www.nhpr.org/post/coronavirus-update-82-new-covid-19-cases-bring-new-hampshires-total-over-2000,Nhpr,3 hours ago,2020-04-28 22:00:00,Covid-19,4,www.nhpr.org,
"USS Kidd Arrives in San Diego to Treat COVID-19 Outbreak; First Cases 
Emerged More than A Month After Hawaii Port Visit",https://news.usni.org/2020/04/28/uss-kidd-arrives-in-san-diego-to-treat-covid-19-outbreak-first-cases-emerged-more-than-a-month-after-hawaii-port-visit,USNI News - US Naval Institute,4 hours ago,2020-04-28 22:00:00,Covid-19,5,news.usni.org,
COVID -19 Hospitalizations in Connecticut Decline Again,https://www.nbcconnecticut.com/news/coronavirus/governor-to-give-covid-19-briefing-at-4-p-m/2262482/,NBC Connecticut,5 hours ago,2020-04-28 22:00:00,Covid-19,6,www.nbcconnecticut.com,
Math Is Hard: Social-Science Lessons from COVID-19,https://www.nationalreview.com/2020/04/math-is-hard-social-science-lessons-from-covid-19/,National Review,5 hours ago,2020-04-28 22:00:00,Covid-19,7,www.nationalreview.com,
"An ER doctor who continued to treat patients after she recovered from 
Covid-19 has died by suicide",https://www.cnn.com/2020/04/28/us/er-doctor-coronavirus-help-death-by-suicide-trnd/index.html,CNN.com,7 hours ago,2020-04-28 22:00:00,Covid-19,8,www.cnn.com,
"Amid Ongoing COVID-19 Pandemic, Governor Cuomo Outlines Additional 
Guidelines for Phased Plan to Re-open New ...",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-outlines-additional-guidelines-phased-plan-re,Governor Cuomo - NY.gov,7 hours ago,2020-04-28 22:00:00,Covid-19,9,www.governor.ny.gov,
"COVID-19: Plan For Schools, Summer Sessions Will Be Made By End Of Week, 
Cuomo Says",https://dailyvoice.com/new-york/nassau/schools/covid-19-plan-for-schools-summer-sessions-will-be-made-by-end-of-week-cuomo-says/787248/,Daily Voice,7 hours ago,2020-04-28 22:00:00,Covid-19,10,dailyvoice.com,
"US Health Officials Now Say There Are 9 Main COVID-19 Symptoms. Here's What 
They Are.",https://www.buzzfeednews.com/article/zahrahirji/coronavirus-symptoms-update-cdc,BuzzFeed News,9 hours ago,2020-04-28 22:00:00,coronavirus symptoms,1,www.buzzfeednews.com,
CDC confirms six coronavirus symptoms showing up in patients over and over,https://www.washingtonpost.com/health/2020/04/27/six-new-coronavirus-symptoms/,Washington Post,1 day ago,2020-04-28 22:00:00,coronavirus symptoms,2,www.washingtonpost.com,
"CDC adds new coronavirus symptoms as Cleveland hospital sees other viruses 
plummet",https://fox8.com/news/coronavirus/cdc-adds-new-coronavirus-symptoms-as-cleveland-hospital-sees-other-viruses-plummet/,Fox 8,1 hour ago,2020-04-28 22:00:00,coronavirus symptoms,3,fox8.com,
CDC adds new coronavirus symptoms,https://fox8.com/video/cdc-adds-new-coronavirus-symptoms/5434141/,Fox 8,1 hour ago,2020-04-28 22:00:00,coronavirus symptoms,4,fox8.com,
"Answering Your Coronavirus Questions: New Symptoms, Economy And Virtual 
Celebrations",https://www.npr.org/2020/04/28/847585398/answering-your-coronavirus-questions-new-symptoms-economy-and-virtual-celebratio,NPR,1 hour ago,2020-04-28 22:00:00,coronavirus symptoms,5,www.npr.org,
"30-Year-Old Teacher Dies of Coronavirus After Her Symptoms Were Dismissed 
as a Panic Attack",https://people.com/health/teacher-dies-coronavirus-after-her-symptoms-dismissed-panic-attack/,People.com,6 hours ago,2020-04-28 22:00:00,coronavirus symptoms,6,people.com,
Did you already have coronavirus in January or February?,https://www.livescience.com/did-you-have-covid-19-in-january.html,Live Science,7 hours ago,2020-04-28 22:00:00,coronavirus symptoms,7,www.livescience.com,
Coronavirus: 'My son had symptoms of rare syndrome',https://www.bbc.com/news/health-52447387,BBC,12 hours ago,2020-04-28 22:00:00,coronavirus symptoms,8,www.bbc.com,
Watch out for these 6 new coronavirus symptoms,https://www.marketwatch.com/story/watch-out-for-these-six-new-coronavirus-symptoms-2020-04-27,MarketWatch,13 hours ago,2020-04-28 22:00:00,coronavirus symptoms,9,www.marketwatch.com,
"'Silent Hypoxics': Docs warn of coronavirus link to mysterious low oxygen 
symptoms",https://abcnews.go.com/Health/silent-hypoxics-docs-warn-coronavirus-link-mysterious-low/story?id=70366959,ABC News,18 hours ago,2020-04-28 22:00:00,coronavirus symptoms,10,abcnews.go.com,
Coronavirus pandemic: Updates from around the world,https://www.cnn.com/world/live-news/coronavirus-pandemic-04-28-20-intl/index.html,CNN.com,1 hour ago,2020-04-28 22:00:00,coronavirus,1,www.cnn.com,
Pence Comments On Not Wearing Protective Masks : Coronavirus Live Updates,https://www.npr.org/sections/coronavirus-live-updates/2020/04/28/847570879/pence-responds-to-critics-after-not-wearing-face-mask-at-mayo-clinic,NPR,3 hours ago,2020-04-28 22:00:00,coronavirus,2,www.npr.org,
Chris Hayes Rips Fox News Primetime 'Coronavirus Trutherism',https://www.mediaite.com/tv/chris-hayes-trashes-fox-news-over-coronavirus-trutherism-tucker-carlson-broadcasting-in-safe-isolation-is-telling-you-its-safe-to-go-out/,Mediaite.com,39 mins ago,2020-04-28 22:00:00,coronavirus,3,www.mediaite.com,
"How does India, a country of 1.3 billion people, have around 1,000 
coronavirus deaths?",https://www.cnn.com/2020/04/28/india/india-coronavirus-outbreak-explained-intl-hnk/index.html,CNN.com,54 mins ago,2020-04-28 22:00:00,coronavirus,4,www.cnn.com,
86 ‘discharged’ RI coronavirus patients died at the hospital,https://www.wpri.com/health/coronavirus/86-discharged-ri-coronavirus-patients-died-at-the-hospital/,WPRI.com,57 mins ago,2020-04-28 22:00:00,coronavirus,5,www.wpri.com,
Biden wins Ohio primary delayed by coronavirus pandemic,https://www.foxnews.com/politics/biden-wins-ohio-primary-delayed-by-coronavirus-pandemic,Fox News,1 hour ago,2020-04-28 22:00:00,coronavirus,6,www.foxnews.com,
"Beloved Brooklyn teacher, 30, dies of coronavirus after she was twice 
denied a COVID-19 test",https://abcnews.go.com/Health/beloved-brooklyn-teacher-30-dies-coronavirus-denied-covid/story?id=70376445,ABC News,1 hour ago,2020-04-28 22:00:00,coronavirus,7,abcnews.go.com,
Coronavirus updates: COVID-19 cases in U.S. top 1 million,https://www.cbsnews.com/live-updates/coronavirus-latest-updates-2020-04-28/,CBS News,1 hour ago,2020-04-28 22:00:00,coronavirus,8,www.cbsnews.com,
Democrats dismiss McConnell's 'sad' new coronavirus offer,https://www.politico.com/news/2020/04/28/democrats-mcconnell-coronavirus-214365,Politico,4 hours ago,2020-04-28 22:00:00,coronavirus,9,www.politico.com,
Trump Decides Now Would Be a Great Time to Cut Coronavirus Research Funding,https://www.vanityfair.com/news/2020/04/trump-coronavirus-funding-cuts,Vanity Fair,8 hours ago,2020-04-28 22:00:00,coronavirus,10,www.vanityfair.com,
"US coronavirus cases surpass 1 million and the death toll is greater than 
US losses in Vietnam War",https://www.cnn.com/2020/04/28/health/us-coronavirus-tuesday/index.html,CNN.com,2 hours ago,2020-04-28 22:00:00,coronavirus test,1,www.cnn.com,
Coronavirus updates: COVID-19 cases in U.S. top 1 million,https://www.cbsnews.com/live-updates/coronavirus-latest-updates-2020-04-28/,CBS News,20 mins ago,2020-04-28 22:00:00,coronavirus test,2,www.cbsnews.com,
Big commercial labs given priority for coronavirus testing equipment by feds,https://www.cnn.com/2020/04/28/politics/testing-coronavirus-hospitals-commercial-labs-invs/index.html,CNN.com,14 mins ago,2020-04-28 22:00:00,coronavirus test,3,www.cnn.com,
ReOpen NC leader says she tested positive for COVID-19,https://www.cbs17.com/community/health/coronavirus/reopen-nc-leader-says-she-tested-positive-for-covid-19/,CBS17.com,21 hours ago,2020-04-28 10:00:00,Covid-19,1,www.cbs17.com,
COVID-19 survivors answer your questions: How long to feel normal again?,https://www.foxnews.com/media/covid-19-survivors-answer-your-questions-about-the-virus,Fox News,1 hour ago,2020-04-28 10:00:00,Covid-19,2,www.foxnews.com,
COVID-19 doctor charged in multimillion-dollar fraud case,https://www.detroitnews.com/story/news/local/detroit-city/2020/04/28/covid-19-doctor-charged-multimillion-dollar-health-care-fraud-case/3038526001/,Detroit News,43 mins ago,2020-04-28 10:00:00,Covid-19,3,www.detroitnews.com,
Changing SaaS startup benchmarks in the COVID-19 era,https://techcrunch.com/2020/04/28/changing-saas-startup-benchmarks-in-the-covid-19-era/,TechCrunch,51 mins ago,2020-04-28 10:00:00,Covid-19,4,techcrunch.com,
"More than 800 new COVID-19 cases identified in Virginia; hospitalizations 
climb above 1500",https://www.insidenova.com/news/special/coronavirus/more-than-800-new-covid-19-cases-identified-in-virginia-hospitalizations-climb-above-1-500/article_4f65e192-8952-11ea-b5ad-937acb468552.html,InsideNoVa.com,1 hour ago,2020-04-28 10:00:00,Covid-19,5,www.insidenova.com,
"Random, voluntary testing for COVID-19 antibodies starts today in metro 
neighborhoods",https://www.wsbtv.com/news/local/health-officials-randomly-testing-covid-19-antibodies-metro-neighborhoods/NRPF75H2XVHFVLGE42LII6GUQU/,WSB Tv,3 hours ago,2020-04-28 10:00:00,Covid-19,6,www.wsbtv.com,
"Coronavirus: Monkeys given Oxford vaccine did not catch COVID-19 - Business 
Insider",https://www.businessinsider.com/monkeys-given-new-oxford-vaccine-coronavirus-free-strong-exposure-encouraging-2020-4,Business Insider,4 hours ago,2020-04-28 10:00:00,Covid-19,7,www.businessinsider.com,
"Workers face 'uphill battle' proving firms liable if they catch COVID-19 as 
economy reopens",https://www.usatoday.com/story/money/2020/04/28/coronavirus-can-you-sue-if-you-get-covid-19-work/3035422001/,USA Today,5 hours ago,2020-04-28 10:00:00,Covid-19,8,www.usatoday.com,
"Organizer of North Carolina group protesting quarantine rules sidelined 
with coronavirus",https://nypost.com/2020/04/28/leader-of-north-carolina-anti-lockdown-protest-gets-covid-19/,New York Post,9 hours ago,2020-04-28 10:00:00,Covid-19,9,nypost.com,
Ask Amy: Neighbor's gathering creates covid-19 risk,https://www.washingtonpost.com/lifestyle/advice/ask-amy-neighbors-gathering-creates-covid-19-risk/2020/04/26/61064c1c-805a-11ea-a3ee-13e1ae0a3571_story.html,Washington Post,10 hours ago,2020-04-28 10:00:00,Covid-19,10,www.washingtonpost.com,
CDC confirms six coronavirus symptoms showing up in patients over and over,https://www.washingtonpost.com/health/2020/04/27/six-new-coronavirus-symptoms/,Washington Post,15 hours ago,2020-04-28 10:00:00,coronavirus symptoms,1,www.washingtonpost.com,
CDC Adds New Symptoms to Coronavirus List,https://www.nytimes.com/2020/04/27/health/coronavirus-symptoms-cdc.html,The New York Times,23 hours ago,2020-04-28 10:00:00,coronavirus symptoms,2,www.nytimes.com,
Watch out for these 6 new coronavirus symptoms,https://www.marketwatch.com/story/watch-out-for-these-six-new-coronavirus-symptoms-2020-04-27,MarketWatch,1 hour ago,2020-04-28 10:00:00,coronavirus symptoms,3,www.marketwatch.com,
"Should you be checking your own oxygen levels if you have coronavirus 
symptoms?",https://www.theguardian.com/commentisfree/2020/apr/28/oxygen-levels-coronavirus-symptoms-oximeters-gp,The Guardian,2 hours ago,2020-04-28 10:00:00,coronavirus symptoms,4,www.theguardian.com,
"'Silent Hypoxics': Docs warn of coronavirus link to mysterious low oxygen 
symptoms",https://abcnews.go.com/Health/silent-hypoxics-docs-warn-coronavirus-link-mysterious-low/story?id=70366959,ABC News,6 hours ago,2020-04-28 10:00:00,coronavirus symptoms,5,abcnews.go.com,
CDC adds to list of coronavirus infection symptoms,https://www.latimes.com/science/story/2020-04-27/coronavirus-cdc-updates-list-of-covid-19-symptoms,Los Angeles Times,13 hours ago,2020-04-28 10:00:00,coronavirus symptoms,6,www.latimes.com,
